transaction_id,customer_id,product_id,date,amount,payment_method,transaction_status,shipping_cost,discount,tax,total_amount,region,name,age,gender,country,membership,email,phone,product_name,category,price,rating,supplier,stock_quantity,release_date,Total_Sales,Average_Rating
850,57,91,2023-02-14 22:27:27.912724,1980.27,Credit Card,Pending,41.93,22.12,40.67,113.35,North,Customer 57,60,Other,Canada,Gold,customer57@gmail.com,+91-7567496105,Product 91,Toys,6.95,4.82,Initech,89,2023-09-28 22:27:27.915929,53796.69,3.2002380952380953
862,192,14,2022-12-07 22:27:27.912734,1984.96,Credit Card,Success,,20.72,46.1,93.3,North,Customer 192,36,Other,Canada,Silver,customer192@gmail.com,+91-7597996327,Product 14,Books,85.63,4.4,Initech,41,2023-01-12 22:27:27.915873,53796.69,3.2002380952380953
978,192,72,2023-03-22 22:27:27.912821,1333.64,Net Banking,Failed,39.21,1.64,33.85,368.04,North,Customer 192,36,Other,Canada,Silver,customer192@gmail.com,+91-7597996327,Product 72,Sports,131.68,2.44,Acme Corp,24,2023-10-10 22:27:27.915915,53796.69,3.2002380952380953
942,56,79,2023-05-28 22:27:27.912795,817.44,Net Banking,Success,38.63,38.75,14.94,165.91,North,Customer 56,41,Female,UK,Bronze,customer56@gmail.com,+91-9573276057,Product 79,Toys,83.61,3.34,Initech,61,2023-10-04 22:27:27.915921,53796.69,3.2002380952380953
967,56,48,2023-10-20 22:27:27.912813,368.59,UPI,,47.2,12.62,22.54,35.99,North,Customer 56,41,Female,UK,Bronze,customer56@gmail.com,+91-9573276057,Product 48,Books,15.32,3.04,Initech,91,2023-06-19 22:27:27.915898,53796.69,3.2002380952380953
13,117,70,2023-02-20 22:27:27.912054,572.66,Cash,Failed,26.29,28.45,41.84,479.34,West,Customer 117,43,Female,Canada,Silver,customer117@gmail.com,+91-7249213370,Product 70,Home,63.67,4.69,Soylent Corp,86,2023-04-07 22:27:27.915914,56558.01,3.290350877192983
366,117,57,2023-03-18 22:27:27.912348,286.35,Credit Card,Success,16.74,7.72,29.57,125.92,West,Customer 117,43,Female,Canada,Silver,customer117@gmail.com,+91-7249213370,Product 57,Books,76.04,4.69,Globex Corp,93,2023-07-15 22:27:27.915904,56558.01,3.290350877192983
498,117,36,2023-02-06 22:27:27.912448,1939.52,Credit Card,Failed,29.1,48.41,32.13,19.27,West,Customer 117,43,Female,Canada,Silver,customer117@gmail.com,+91-7249213370,Product 36,Home,68.82,3.59,Initech,77,2023-07-03 22:27:27.915889,56558.01,3.290350877192983
635,117,46,2023-08-31 22:27:27.912553,1147.9,UPI,Success,44.09,29.16,36.2,345.54,West,Customer 117,43,Female,Canada,Silver,customer117@gmail.com,+91-7249213370,Product 46,Books,130.83,2.35,Globex Corp,79,2022-12-08 22:27:27.915896,56558.01,3.290350877192983
720,117,13,2023-03-17 22:27:27.912619,771.33,Net Banking,Pending,6.46,31.93,44.33,181.86,West,Customer 117,43,Female,Canada,Silver,customer117@gmail.com,+91-7249213370,Product 13,Books,72.06,3.02,Initech,51,2023-09-24 22:27:27.915872,56558.01,3.290350877192983
18,150,70,2023-08-25 22:27:27.912058,1576.38,Debit Card,Success,23.56,28.46,11.91,93.43,West,Customer 150,25,Other,USA,Bronze,customer150@gmail.com,+91-5871743247,Product 70,Home,63.67,4.69,Soylent Corp,86,2023-04-07 22:27:27.915914,56558.01,3.290350877192983
19,53,70,2023-05-26 22:27:27.912059,1949.92,Cash,Failed,13.81,0.1,19.43,143.14,West,Customer 53,42,Female,Germany,Gold,customer53@gmail.com,+91-1470939445,Product 70,Home,63.67,4.69,Soylent Corp,86,2023-04-07 22:27:27.915914,56558.01,3.290350877192983
94,53,75,2022-12-21 22:27:27.912115,1503.95,,Failed,6.11,20.39,17.06,369.24,West,Customer 53,42,Female,Germany,Gold,customer53@gmail.com,+91-1470939445,Product 75,Sports,37.99,4.12,Initech,26,2023-05-04 22:27:27.915918,56558.01,3.290350877192983
44,64,94,2023-01-22 22:27:27.912077,298.48,Credit Card,Pending,,21.93,26.85,394.13,West,Customer 64,44,Female,Canada,Silver,customer64@gmail.com,+91-4919706735,Product 94,Appliances,8.14,3.63,Soylent Corp,79,2023-05-22 22:27:27.915932,56558.01,3.290350877192983
93,111,9,2023-02-04 22:27:27.912114,1124.76,UPI,Success,45.65,11.15,32.8,144.65,West,Customer 111,68,Other,Germany,Silver,customer111@gmail.com,+91-4645120421,Product 9,Appliances,54.46,3.89,Soylent Corp,21,2023-07-22 22:27:27.915869,56558.01,3.290350877192983
352,111,10,2023-04-11 22:27:27.912338,1328.7,Credit Card,Success,36.54,25.0,25.88,100.27,West,Customer 111,68,Other,Germany,Silver,customer111@gmail.com,+91-4645120421,Product 10,Sports,83.53,3.58,Initech,72,2023-05-29 22:27:27.915870,56558.01,3.290350877192983
896,111,32,2023-08-17 22:27:27.912760,1191.67,UPI,Failed,,30.77,25.96,243.27,West,Customer 111,68,Other,Germany,Silver,customer111@gmail.com,+91-4645120421,Product 32,Appliances,98.66,2.66,Globex Corp,47,2023-02-02 22:27:27.915886,56558.01,3.290350877192983
971,111,2,2022-12-12 22:27:27.912816,259.0,Net Banking,Success,26.76,49.97,42.12,138.05,West,Customer 111,68,Other,Germany,Silver,customer111@gmail.com,+91-4645120421,Product 2,Toys,43.97,1.98,Soylent Corp,85,2022-12-26 22:27:27.915863,56558.01,3.290350877192983
996,111,88,2023-03-20 22:27:27.912834,204.05,Credit Card,Failed,13.23,10.98,16.81,21.05,West,Customer 111,68,Other,Germany,Silver,customer111@gmail.com,+91-4645120421,Product 88,Sports,53.3,4.97,Initech,27,2023-06-22 22:27:27.915927,56558.01,3.290350877192983
95,24,15,2023-05-07 22:27:27.912115,1120.38,Cash,Failed,14.43,17.39,37.38,56.09,West,Customer 24,23,Female,Japan,Gold,customer24@gmail.com,+91-8429141456,Product 15,Appliances,46.3,3.72,Globex Corp,24,2023-06-22 22:27:27.915873,56558.01,3.290350877192983
115,163,64,2023-02-14 22:27:27.912130,399.72,Net Banking,Success,24.27,13.76,17.81,227.73,West,Customer 163,44,Male,UK,Gold,customer163@gmail.com,+91-1041531046,Product 64,Sports,122.52,2.22,Acme Corp,80,2023-06-16 22:27:27.915910,56558.01,3.290350877192983
318,163,13,2023-07-05 22:27:27.912312,799.63,UPI,,36.9,11.84,5.33,305.75,West,Customer 163,44,Male,UK,Gold,customer163@gmail.com,+91-1041531046,Product 13,Books,72.06,3.02,Initech,51,2023-09-24 22:27:27.915872,56558.01,3.290350877192983
223,129,12,2023-06-11 22:27:27.912240,1418.3,Credit Card,Success,23.71,8.27,30.5,449.81,West,Customer 129,55,Other,France,Silver,customer129@gmail.com,+91-6305160342,Product 12,Sports,96.83,2.91,Globex Corp,74,2022-12-14 22:27:27.915871,56558.01,3.290350877192983
283,129,34,2023-07-27 22:27:27.912286,1282.82,Debit Card,Success,29.07,10.89,45.76,305.31,West,Customer 129,55,Other,France,Silver,customer129@gmail.com,+91-6305160342,Product 34,Electronics,34.11,2.53,Acme Corp,47,2022-12-25 22:27:27.915888,56558.01,3.290350877192983
808,129,39,2023-03-13 22:27:27.912686,446.04,Net Banking,Failed,7.36,3.12,44.05,364.24,West,Customer 129,55,Other,France,Silver,customer129@gmail.com,+91-6305160342,Product 39,Home,95.66,1.34,Initech,24,2023-04-01 22:27:27.915891,56558.01,3.290350877192983
276,7,90,2023-09-24 22:27:27.912280,283.67,Credit Card,Pending,38.26,44.35,5.71,228.43,West,Customer 7,53,Male,UK,Silver,customer7@gmail.com,+91-2812140441,Product 90,Fashion,19.0,1.66,Soylent Corp,27,2023-10-02 22:27:27.915929,56558.01,3.290350877192983
969,7,63,2023-08-04 22:27:27.912815,1609.0,Debit Card,Success,10.36,9.91,47.78,137.43,West,Customer 7,53,Male,UK,Silver,customer7@gmail.com,+91-2812140441,Product 63,Appliances,71.03,2.08,Initech,45,2023-08-30 22:27:27.915909,56558.01,3.290350877192983
302,113,28,2023-02-04 22:27:27.912300,906.43,,Failed,49.64,22.89,0.75,318.97,West,Customer 113,28,Female,Canada,Bronze,customer113@gmail.com,+91-7380780055,Product 28,Home,129.88,3.52,Acme Corp,86,2023-02-07 22:27:27.915883,56558.01,3.290350877192983
953,113,60,2023-08-15 22:27:27.912803,545.01,Net Banking,Success,23.23,39.22,2.76,10.77,West,Customer 113,28,Female,Canada,Bronze,customer113@gmail.com,+91-7380780055,Product 60,Beauty,58.1,4.58,Initech,4,2023-03-27 22:27:27.915907,56558.01,3.290350877192983
339,22,66,2023-02-17 22:27:27.912328,600.49,Net Banking,Failed,,0.93,40.38,235.16,West,Customer 22,32,Female,Japan,Gold,customer22@gmail.com,+91-7887950851,Product 66,Toys,64.68,3.85,Vandelay Industries,78,2023-03-02 22:27:27.915911,56558.01,3.290350877192983
345,8,4,2023-07-18 22:27:27.912333,1437.97,Credit Card,Pending,32.27,15.29,40.47,319.21,West,Customer 8,46,Other,Japan,Silver,customer8@gmail.com,+91-1127978094,Product 4,Sports,92.99,3.39,Globex Corp,44,2023-04-28 22:27:27.915865,56558.01,3.290350877192983
575,8,23,2023-05-14 22:27:27.912507,1685.73,Debit Card,Success,37.76,23.73,22.38,225.13,West,Customer 8,46,Other,Japan,Silver,customer8@gmail.com,+91-1127978094,Product 23,Sports,6.53,2.17,Initech,34,2023-01-13 22:27:27.915880,56558.01,3.290350877192983
903,8,27,2023-04-20 22:27:27.912765,199.16,Net Banking,Success,20.21,47.39,12.55,255.11,West,Customer 8,46,Other,Japan,Silver,customer8@gmail.com,+91-1127978094,Product 27,Electronics,7.21,4.47,Vandelay Industries,23,2023-06-14 22:27:27.915883,56558.01,3.290350877192983
1000,8,46,2023-03-21 22:27:27.912837,1073.24,Credit Card,Pending,,32.5,34.94,363.42,West,Customer 8,46,Other,Japan,Silver,customer8@gmail.com,+91-1127978094,Product 46,Books,130.83,2.35,Globex Corp,79,2022-12-08 22:27:27.915896,56558.01,3.290350877192983
363,172,93,2023-09-07 22:27:27.912346,1777.2,Net Banking,Success,13.37,35.75,33.52,420.89,West,Customer 172,25,Female,USA,Gold,customer172@gmail.com,+91-5736462531,Product 93,Electronics,32.2,1.24,Acme Corp,41,2023-04-14 22:27:27.915931,56558.01,3.290350877192983
365,46,65,2022-12-21 22:27:27.912347,1009.29,Debit Card,Pending,14.45,45.51,29.28,211.46,West,Customer 46,60,Other,Spain,Bronze,customer46@gmail.com,+91-8110054933,Product 65,Toys,125.07,3.06,Soylent Corp,25,2023-07-09 22:27:27.915910,56558.01,3.290350877192983
373,46,67,2023-01-28 22:27:27.912353,1659.75,Cash,,27.67,8.64,25.38,26.33,West,Customer 46,60,Other,Spain,Bronze,customer46@gmail.com,+91-8110054933,Product 67,Fashion,80.23,4.7,Globex Corp,11,2023-10-08 22:27:27.915912,56558.01,3.290350877192983
570,46,32,2023-09-24 22:27:27.912503,22.12,Debit Card,Failed,6.11,22.66,3.92,374.62,West,Customer 46,60,Other,Spain,Bronze,customer46@gmail.com,+91-8110054933,Product 32,Appliances,98.66,2.66,Globex Corp,47,2023-02-02 22:27:27.915886,56558.01,3.290350877192983
397,194,7,2023-07-07 22:27:27.912371,1162.74,Cash,Failed,24.17,22.01,36.64,377.09,West,Customer 194,20,Male,USA,Bronze,customer194@gmail.com,+91-9462806178,Product 7,Appliances,35.64,2.71,Acme Corp,73,2023-01-30 22:27:27.915867,56558.01,3.290350877192983
784,194,59,2023-02-21 22:27:27.912668,1898.65,Cash,Pending,,49.54,46.25,170.55,West,Customer 194,20,Male,USA,Bronze,customer194@gmail.com,+91-9462806178,Product 59,Fashion,42.36,1.94,Acme Corp,43,2023-12-03 22:27:27.915906,56558.01,3.290350877192983
405,43,60,2023-07-07 22:27:27.912377,1056.37,Net Banking,Failed,37.07,35.06,1.49,213.83,West,Customer 43,39,Other,Japan,Gold,customer43@gmail.com,+91-6649827836,Product 60,Beauty,58.1,4.58,Initech,4,2023-03-27 22:27:27.915907,56558.01,3.290350877192983
423,144,98,2023-07-09 22:27:27.912391,1164.64,Cash,Pending,29.48,23.16,40.08,205.56,West,Customer 144,57,Female,China,Bronze,customer144@gmail.com,+91-4776436931,Product 98,Toys,71.83,4.28,Vandelay Industries,12,2023-02-13 22:27:27.915935,56558.01,3.290350877192983
520,144,73,2022-12-07 22:27:27.912466,1992.28,Net Banking,Success,27.38,33.37,44.81,480.95,West,Customer 144,57,Female,China,Bronze,customer144@gmail.com,+91-4776436931,Product 73,Sports,71.97,4.25,Globex Corp,59,2023-10-07 22:27:27.915916,56558.01,3.290350877192983
634,144,39,2023-03-29 22:27:27.912553,1734.43,Cash,Success,49.7,6.18,48.47,317.06,West,Customer 144,57,Female,China,Bronze,customer144@gmail.com,+91-4776436931,Product 39,Home,95.66,1.34,Initech,24,2023-04-01 22:27:27.915891,56558.01,3.290350877192983
902,144,75,2023-02-16 22:27:27.912764,925.4,UPI,Failed,40.85,29.07,18.14,145.9,West,Customer 144,57,Female,China,Bronze,customer144@gmail.com,+91-4776436931,Product 75,Sports,37.99,4.12,Initech,26,2023-05-04 22:27:27.915918,56558.01,3.290350877192983
446,70,58,2023-11-17 22:27:27.912409,1989.77,Cash,Failed,27.59,21.49,43.3,223.76,West,Customer 70,20,Female,UK,Gold,customer70@gmail.com,+91-1083651970,Product 58,Furniture,83.12,3.67,Initech,59,2022-12-14 22:27:27.915905,56558.01,3.290350877192983
687,70,4,2023-05-24 22:27:27.912594,1367.57,Net Banking,Failed,49.8,0.79,43.23,250.79,West,Customer 70,20,Female,UK,Gold,customer70@gmail.com,+91-1083651970,Product 4,Sports,92.99,3.39,Globex Corp,44,2023-04-28 22:27:27.915865,56558.01,3.290350877192983
927,70,25,2023-07-01 22:27:27.912784,113.28,Credit Card,Failed,31.98,39.81,7.53,426.49,West,Customer 70,20,Female,UK,Gold,customer70@gmail.com,+91-1083651970,Product 25,Electronics,104.04,1.95,Acme Corp,95,2023-02-19 22:27:27.915881,56558.01,3.290350877192983
472,158,40,2023-03-17 22:27:27.912429,309.54,Debit Card,Failed,,13.44,7.35,496.03,West,Customer 158,35,Other,China,Bronze,customer158@gmail.com,+91-2188332531,Product 40,Beauty,124.97,2.39,Globex Corp,36,2023-07-12 22:27:27.915892,56558.01,3.290350877192983
522,85,40,2023-08-07 22:27:27.912467,16.3,UPI,Success,9.87,38.28,22.78,137.18,West,Customer 85,50,Male,UK,Gold,customer85@gmail.com,+91-9894847574,Product 40,Beauty,124.97,2.39,Globex Corp,36,2023-07-12 22:27:27.915892,56558.01,3.290350877192983
572,35,16,2023-10-01 22:27:27.912505,1739.2,Credit Card,Success,23.36,29.07,39.25,142.98,West,Customer 35,44,Male,France,Gold,customer35@gmail.com,+91-6884882440,Product 16,Beauty,8.51,4.59,Acme Corp,24,2023-06-21 22:27:27.915874,56558.01,3.290350877192983
581,105,79,2023-03-28 22:27:27.912512,430.11,,Failed,43.52,17.05,44.39,185.6,West,Customer 105,60,Other,UK,Silver,customer105@gmail.com,+91-6491309593,Product 79,Toys,83.61,3.34,Initech,61,2023-10-04 22:27:27.915921,56558.01,3.290350877192983
708,105,99,2023-10-19 22:27:27.912610,1452.46,Cash,,48.96,5.51,15.74,119.67,West,Customer 105,60,Other,UK,Silver,customer105@gmail.com,+91-6491309593,Product 99,Electronics,112.83,4.13,Soylent Corp,87,2023-07-25 22:27:27.915935,56558.01,3.290350877192983
588,120,93,2023-08-18 22:27:27.912517,1170.68,Net Banking,Pending,17.95,36.3,21.83,204.4,West,Customer 120,61,Male,UK,Bronze,customer120@gmail.com,+91-2274350418,Product 93,Electronics,32.2,1.24,Acme Corp,41,2023-04-14 22:27:27.915931,56558.01,3.290350877192983
620,19,16,2022-12-26 22:27:27.912542,386.19,Net Banking,,29.64,45.85,15.48,166.89,West,Customer 19,50,Male,Japan,Silver,customer19@gmail.com,+91-5693307665,Product 16,Beauty,8.51,4.59,Acme Corp,24,2023-06-21 22:27:27.915874,56558.01,3.290350877192983
696,19,57,2023-04-29 22:27:27.912601,208.73,Debit Card,Success,42.74,23.0,40.89,328.92,West,Customer 19,50,Male,Japan,Silver,customer19@gmail.com,+91-5693307665,Product 57,Books,76.04,4.69,Globex Corp,93,2023-07-15 22:27:27.915904,56558.01,3.290350877192983
648,181,65,2023-06-11 22:27:27.912563,286.84,Cash,Pending,10.1,19.17,39.21,492.63,West,Customer 181,48,Male,Canada,Gold,customer181@gmail.com,+91-5759234471,Product 65,Toys,125.07,3.06,Soylent Corp,25,2023-07-09 22:27:27.915910,56558.01,3.290350877192983
654,133,30,2023-11-29 22:27:27.912568,1355.46,,Success,14.91,29.41,8.62,25.84,West,Customer 133,36,Other,USA,Gold,customer133@gmail.com,+91-9309500117,Product 30,Electronics,126.41,3.69,Globex Corp,82,2023-06-04 22:27:27.915885,56558.01,3.290350877192983
686,36,52,2023-02-27 22:27:27.912594,113.88,UPI,Pending,47.49,46.16,3.51,245.24,West,Customer 36,44,Other,UK,Silver,customer36@gmail.com,+91-3783290795,Product 52,Fashion,127.54,4.36,Globex Corp,35,2023-07-05 22:27:27.915901,56558.01,3.290350877192983
805,98,32,2023-04-28 22:27:27.912684,819.28,Credit Card,Failed,5.32,27.06,32.95,97.86,West,Customer 98,21,Female,India,Silver,customer98@gmail.com,+91-7114223633,Product 32,Appliances,98.66,2.66,Globex Corp,47,2023-02-02 22:27:27.915886,56558.01,3.290350877192983
821,83,46,2023-05-17 22:27:27.912702,1934.43,Cash,Pending,13.5,14.69,44.79,416.79,West,Customer 83,64,Female,France,Bronze,customer83@gmail.com,+91-2452066459,Product 46,Books,130.83,2.35,Globex Corp,79,2022-12-08 22:27:27.915896,56558.01,3.290350877192983
844,123,22,2023-12-03 22:27:27.912720,499.16,Cash,Pending,26.25,4.22,16.04,39.02,West,Customer 123,66,Male,UK,Bronze,customer123@gmail.com,+91-8507497883,Product 22,Beauty,143.93,3.82,Globex Corp,59,2022-12-19 22:27:27.915879,56558.01,3.290350877192983
28,161,55,2022-12-11 22:27:27.912065,1128.37,Cash,,19.36,22.46,42.06,145.36,South,Customer 161,66,Female,France,Silver,customer161@gmail.com,+91-2125089309,Product 55,Home,74.24,4.7,Globex Corp,53,2023-10-16 22:27:27.915903,31759.83,3.7294594594594597
298,161,29,2023-05-21 22:27:27.912297,1212.1,Net Banking,Success,10.48,15.79,2.49,156.29,South,Customer 161,66,Female,France,Silver,customer161@gmail.com,+91-2125089309,Product 29,Books,26.1,2.89,Acme Corp,43,2023-06-05 22:27:27.915884,31759.83,3.7294594594594597
403,161,36,2023-09-29 22:27:27.912376,64.57,Net Banking,Failed,,27.06,24.28,119.89,South,Customer 161,66,Female,France,Silver,customer161@gmail.com,+91-2125089309,Product 36,Home,68.82,3.59,Initech,77,2023-07-03 22:27:27.915889,31759.83,3.7294594594594597
773,161,91,2023-03-26 22:27:27.912660,130.65,UPI,Pending,24.96,0.53,26.77,29.89,South,Customer 161,66,Female,France,Silver,customer161@gmail.com,+91-2125089309,Product 91,Toys,6.95,4.82,Initech,89,2023-09-28 22:27:27.915929,31759.83,3.7294594594594597
804,161,10,2023-11-04 22:27:27.912683,1001.49,Net Banking,Success,41.92,42.47,49.63,308.31,South,Customer 161,66,Female,France,Silver,customer161@gmail.com,+91-2125089309,Product 10,Sports,83.53,3.58,Initech,72,2023-05-29 22:27:27.915870,31759.83,3.7294594594594597
51,18,8,2023-11-14 22:27:27.912082,374.2,Cash,Success,32.52,41.19,36.49,364.46,South,Customer 18,35,Male,UK,Silver,customer18@gmail.com,+91-2445662585,Product 8,Fashion,74.96,4.85,Globex Corp,18,2023-08-26 22:27:27.915868,31759.83,3.7294594594594597
974,18,11,2023-01-15 22:27:27.912818,71.41,Net Banking,Pending,44.5,14.41,41.68,128.56,South,Customer 18,35,Male,UK,Silver,customer18@gmail.com,+91-2445662585,Product 11,Appliances,102.9,3.91,Vandelay Industries,98,2023-07-17 22:27:27.915870,31759.83,3.7294594594594597
57,90,70,2023-11-22 22:27:27.912086,1094.76,Net Banking,,40.58,21.6,5.78,419.61,South,Customer 90,22,Other,Canada,Bronze,customer90@gmail.com,+91-9894264595,Product 70,Home,63.67,4.69,Soylent Corp,86,2023-04-07 22:27:27.915914,31759.83,3.7294594594594597
574,90,17,2023-07-29 22:27:27.912506,234.73,Net Banking,Success,11.14,9.58,6.77,358.38,South,Customer 90,22,Other,Canada,Bronze,customer90@gmail.com,+91-9894264595,Product 17,Appliances,95.63,4.56,Acme Corp,96,2023-10-13 22:27:27.915875,31759.83,3.7294594594594597
578,90,86,2023-03-15 22:27:27.912509,298.94,Net Banking,Pending,39.85,26.46,23.39,456.7,South,Customer 90,22,Other,Canada,Bronze,customer90@gmail.com,+91-9894264595,Product 86,Appliances,41.31,4.0,Globex Corp,8,2023-09-24 22:27:27.915926,31759.83,3.7294594594594597
695,90,98,2023-04-17 22:27:27.912600,1092.17,Credit Card,,49.36,15.13,45.25,313.48,South,Customer 90,22,Other,Canada,Bronze,customer90@gmail.com,+91-9894264595,Product 98,Toys,71.83,4.28,Vandelay Industries,12,2023-02-13 22:27:27.915935,31759.83,3.7294594594594597
81,146,23,2022-12-19 22:27:27.912104,999.54,Debit Card,Pending,41.35,25.35,14.26,341.07,South,Customer 146,64,Male,Spain,Bronze,customer146@gmail.com,+91-5972484792,Product 23,Sports,6.53,2.17,Initech,34,2023-01-13 22:27:27.915880,31759.83,3.7294594594594597
657,146,62,2023-11-22 22:27:27.912570,956.06,Credit Card,Failed,,44.01,27.71,284.96,South,Customer 146,64,Male,Spain,Bronze,customer146@gmail.com,+91-5972484792,Product 62,Fashion,24.01,1.85,Acme Corp,68,2023-03-25 22:27:27.915908,31759.83,3.7294594594594597
170,134,94,2023-03-24 22:27:27.912179,1440.96,Credit Card,,31.9,49.74,24.88,380.42,South,Customer 134,67,Female,Canada,Silver,customer134@gmail.com,+91-8370987661,Product 94,Appliances,8.14,3.63,Soylent Corp,79,2023-05-22 22:27:27.915932,31759.83,3.7294594594594597
721,134,89,2023-05-06 22:27:27.912620,741.79,Credit Card,Failed,15.6,7.06,13.15,381.29,South,Customer 134,67,Female,Canada,Silver,customer134@gmail.com,+91-8370987661,Product 89,Electronics,26.39,3.85,Globex Corp,71,2023-04-25 22:27:27.915928,31759.83,3.7294594594594597
183,121,10,2023-06-24 22:27:27.912194,1481.2,Credit Card,Failed,33.62,30.99,3.28,363.43,South,Customer 121,39,Female,France,Gold,customer121@gmail.com,+91-5160575046,Product 10,Sports,83.53,3.58,Initech,72,2023-05-29 22:27:27.915870,31759.83,3.7294594594594597
247,187,11,2023-08-14 22:27:27.912258,138.34,Cash,Failed,30.68,25.66,44.44,96.93,South,Customer 187,66,Other,USA,Gold,customer187@gmail.com,+91-9691572571,Product 11,Appliances,102.9,3.91,Vandelay Industries,98,2023-07-17 22:27:27.915870,31759.83,3.7294594594594597
250,3,46,2023-07-23 22:27:27.912260,667.51,Net Banking,Failed,9.74,22.62,28.75,464.88,South,Customer 3,65,Female,India,Silver,customer3@gmail.com,+91-2181241943,Product 46,Books,130.83,2.35,Globex Corp,79,2022-12-08 22:27:27.915896,31759.83,3.7294594594594597
816,3,12,2023-04-12 22:27:27.912692,1466.92,UPI,Pending,33.62,37.23,48.09,224.11,South,Customer 3,65,Female,India,Silver,customer3@gmail.com,+91-2181241943,Product 12,Sports,96.83,2.91,Globex Corp,74,2022-12-14 22:27:27.915871,31759.83,3.7294594594594597
349,30,55,2023-10-15 22:27:27.912336,520.82,Credit Card,Pending,38.95,49.19,37.39,282.8,South,Customer 30,50,Other,China,Gold,customer30@gmail.com,+91-4026113008,Product 55,Home,74.24,4.7,Globex Corp,53,2023-10-16 22:27:27.915903,31759.83,3.7294594594594597
412,153,11,2023-07-13 22:27:27.912382,686.14,Debit Card,Success,13.97,14.55,5.31,198.06,South,Customer 153,29,Male,India,Silver,customer153@gmail.com,+91-3597724331,Product 11,Appliances,102.9,3.91,Vandelay Industries,98,2023-07-17 22:27:27.915870,31759.83,3.7294594594594597
426,143,99,2023-06-29 22:27:27.912393,343.05,UPI,Failed,22.88,31.85,34.03,169.03,South,Customer 143,56,Female,Spain,Bronze,customer143@gmail.com,+91-4783282817,Product 99,Electronics,112.83,4.13,Soylent Corp,87,2023-07-25 22:27:27.915935,31759.83,3.7294594594594597
480,183,26,2022-12-29 22:27:27.912435,928.28,Credit Card,Pending,31.25,6.08,44.38,414.96,South,Customer 183,44,Male,China,Gold,customer183@gmail.com,+91-8982597239,Product 26,Fashion,98.31,4.5,Vandelay Industries,82,2023-10-17 22:27:27.915882,31759.83,3.7294594594594597
606,183,43,2023-01-06 22:27:27.912531,613.36,,Pending,38.76,33.62,12.89,187.12,South,Customer 183,44,Male,China,Gold,customer183@gmail.com,+91-8982597239,Product 43,Furniture,49.58,2.46,Soylent Corp,28,2023-06-18 22:27:27.915894,31759.83,3.7294594594594597
898,183,47,2023-11-16 22:27:27.912761,1275.72,UPI,Success,15.78,30.32,21.13,307.78,South,Customer 183,44,Male,China,Gold,customer183@gmail.com,+91-8982597239,Product 47,Beauty,58.67,3.9,Initech,36,2023-06-03 22:27:27.915897,31759.83,3.7294594594594597
516,47,98,2023-08-10 22:27:27.912463,1208.21,Credit Card,,23.82,47.67,40.11,346.56,South,Customer 47,21,Female,Japan,Gold,customer47@gmail.com,+91-2970753705,Product 98,Toys,71.83,4.28,Vandelay Industries,12,2023-02-13 22:27:27.915935,31759.83,3.7294594594594597
728,47,67,2023-09-10 22:27:27.912625,1287.3,Cash,Pending,7.11,26.09,4.14,64.35,South,Customer 47,21,Female,Japan,Gold,customer47@gmail.com,+91-2970753705,Product 67,Fashion,80.23,4.7,Globex Corp,11,2023-10-08 22:27:27.915912,31759.83,3.7294594594594597
737,47,9,2023-11-19 22:27:27.912632,1216.23,Cash,Failed,34.41,34.63,43.61,464.01,South,Customer 47,21,Female,Japan,Gold,customer47@gmail.com,+91-2970753705,Product 9,Appliances,54.46,3.89,Soylent Corp,21,2023-07-22 22:27:27.915869,31759.83,3.7294594594594597
853,47,12,2023-07-31 22:27:27.912726,1030.31,Debit Card,Success,,34.13,11.82,283.72,South,Customer 47,21,Female,Japan,Gold,customer47@gmail.com,+91-2970753705,Product 12,Sports,96.83,2.91,Globex Corp,74,2022-12-14 22:27:27.915871,31759.83,3.7294594594594597
547,152,47,2023-05-24 22:27:27.912486,188.73,Cash,Success,18.78,0.03,15.49,174.87,South,Customer 152,43,Female,India,Bronze,customer152@gmail.com,+91-6464693977,Product 47,Beauty,58.67,3.9,Initech,36,2023-06-03 22:27:27.915897,31759.83,3.7294594594594597
600,152,99,2023-02-21 22:27:27.912527,1644.65,Credit Card,Failed,20.18,10.52,40.28,148.42,South,Customer 152,43,Female,India,Bronze,customer152@gmail.com,+91-6464693977,Product 99,Electronics,112.83,4.13,Soylent Corp,87,2023-07-25 22:27:27.915935,31759.83,3.7294594594594597
826,1,60,2022-12-26 22:27:27.912706,471.76,UPI,Success,,35.16,31.52,244.91,South,Customer 1,55,Male,France,Bronze,customer1@gmail.com,+91-3746317213,Product 60,Beauty,58.1,4.58,Initech,4,2023-03-27 22:27:27.915907,31759.83,3.7294594594594597
928,1,24,2023-09-15 22:27:27.912784,390.33,UPI,Failed,29.77,29.15,23.45,424.68,South,Customer 1,55,Male,France,Bronze,customer1@gmail.com,+91-3746317213,Product 24,Furniture,148.6,2.13,Vandelay Industries,75,2023-11-17 22:27:27.915880,31759.83,3.7294594594594597
836,95,98,2023-09-02 22:27:27.912714,1108.46,,Pending,,44.43,22.09,493.1,South,Customer 95,23,Other,Japan,Gold,customer95@gmail.com,+91-8763140509,Product 98,Toys,71.83,4.28,Vandelay Industries,12,2023-02-13 22:27:27.915935,31759.83,3.7294594594594597
